"Year","Women median weekly earnings","Women workers (thousands)","Men median weekly earnings","Men workers (thousands)","Occupation","Type1","Type2","Type3"
2013,,1,,4,"Furniture finishers","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,0,,0,"Model makers and patternmakers, wood","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,2,,23,"Sawing machine setters, operators, and tenders, wood","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,4,,14,"Woodworking machine setters, operators, and tenders, except sawing","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,1,,8,"Woodworkers, all other","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,6,,35,"Power plant operators, distributors, and dispatchers","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,5,922,84,"Stationary engineers and boiler operators","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,4,829,64,"Water and wastewater treatment plant and system operators","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,2,,40,"Miscellaneous plant and system operators","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,5,,41,"Chemical processing machine setters, operators, and tenders","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,11,807,77,"Crushing, grinding, polishing, mixing, and blending workers","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,10,,30,"Cutting workers","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,5,,26,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,0,,10,"Furnace, kiln, oven, drier, and kettle operators and tenders","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,583,211,835,439,"Inspectors, testers, sorters, samplers, and weighers","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,6,,17,"Jewelers and precious stone and metal workers","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,33,,34,"Medical, dental, and ophthalmic laboratory technicians","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,429,159,537,137,"Packaging and filling machine operators and tenders","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,17,673,108,"Painting workers","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,11,,15,"Photographic process workers and processing machine operators","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,1,,1,"Semiconductor processors","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,5,,5,"Adhesive bonding machine operators and tenders","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,1,,2,"Cleaning, washing, and metal pickling equipment operators and tenders","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,0,,1,"Cooling and freezing equipment operators and tenders","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,0,,2,"Etchers and engravers","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,3,,28,"Molders, shapers, and casters, except metal and plastic","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,3,,18,"Paper goods machine setters, operators, and tenders","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,7,,16,"Tire builders","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,9,,20,"Helpers--production workers","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,501,236,619,630,"Production workers, all other","Production, transportation, and material moving occupations","Production occupations","Production occupations"
2013,,38,930,126,"Supervisors of transportation and material moving workers","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,7,1859,93,"Aircraft pilots and flight engineers","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,5,,37,"Air traffic controllers and airfield operations specialists","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,749,54,,16,"Flight attendants","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,3,,9,"Ambulance drivers and attendants, except emergency medical technicians","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,556,147,597,192,"Bus drivers","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,583,106,738,2482,"Driver/sales workers and truck drivers","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,30,540,172,"Taxi drivers and chauffeurs","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,3,,37,"Motor vehicle operators, all other","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,2,,48,"Locomotive engineers and operators","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,0,,11,"Railroad brake, signal, and switch operators","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,3,,43,"Railroad conductors and yardmasters","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,0,,5,"Subway, streetcar, and other rail transportation workers","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,1,,28,"Sailors and marine oilers","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,0,,32,"Ship and boat captains and operators","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,0,,7,"Ship engineers","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,0,,5,"Bridge and lock tenders","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,7,,43,"Parking lot attendants","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,12,403,67,"Automotive and watercraft service attendants","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,6,,35,"Transportation inspectors","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,16,,14,"Transportation attendants, except flight attendants","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,1,,15,"Other transportation workers","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,1,,3,"Conveyor operators and tenders","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,1,871,69,"Crane and tower operators","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,0,,28,"Dredge, excavating, and loading machine operators","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,0,,7,"Hoist and winch operators","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,32,559,510,"Industrial truck and tractor operators","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,28,434,206,"Cleaners of vehicles and equipment","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,421,221,524,1056,"Laborers and freight, stock, and material movers, hand","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,4,,15,"Machine feeders and offbearers","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,416,182,434,149,"Packers and packagers, hand","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,0,,24,"Pumping station operators","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,1,555,74,"Refuse and recyclable material collectors","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,0,,3,"Mine shuttle car operators","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,0,,6,"Tank car, truck, and ship loaders","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2013,,5,,41,"Material moving workers, all other","Production, transportation, and material moving occupations","Transportation and material moving occupations","Transportation and material moving occupations"
2014,466,1200,528,164,"Nursing, psychiatric, and home health aides","Service occupations","Healthcare support occupations","Healthcare support occupations"
2014,,5,,3,"Occupational therapy assistants and aides","Service occupations","Healthcare support occupations","Healthcare support occupations"
2014,,26,,23,"Physical therapist assistants and aides","Service occupations","Healthcare support occupations","Healthcare support occupations"
2014,,30,,11,"Massage therapists","Service occupations","Healthcare support occupations","Healthcare support occupations"
2014,535,179,,6,"Dental assistants","Service occupations","Healthcare support occupations","Healthcare support occupations"
2014,539,383,,29,"Medical assistants","Service occupations","Healthcare support occupations","Healthcare support occupations"
2014,,31,,1,"Medical transcriptionists","Service occupations","Healthcare support occupations","Healthcare support occupations"
2014,,17,,7,"Pharmacy aides","Service occupations","Healthcare support occupations","Healthcare support occupations"
2014,,22,,4,"Veterinary assistants and laboratory animal caretakers","Service occupations","Healthcare support occupations","Healthcare support occupations"
2014,526,84,,19,"Phlebotomists","Service occupations","Healthcare support occupations","Healthcare support occupations"
2014,,13,,33,"First-line supervisors of correctional officers","Service occupations","Protective service occupations","Protective service occupations"
2014,,17,1149,103,"First-line supervisors of police and detectives","Service occupations","Protective service occupations","Protective service occupations"
2014,,2,1448,54,"First-line supervisors of fire fighting and prevention workers","Service occupations","Protective service occupations","Protective service occupations"
2014,,16,1004,74,"First-line supervisors of protective service workers, all other","Service occupations","Protective service occupations","Protective service occupations"
2014,,16,1142,274,"Firefighters","Service occupations","Protective service occupations","Protective service occupations"
2014,,3,,9,"Fire inspectors","Service occupations","Protective service occupations","Protective service occupations"
2014,687,113,755,279,"Bailiffs, correctional officers, and jailers","Service occupations","Protective service occupations","Protective service occupations"
2014,,32,1183,130,"Detectives and criminal investigators","Service occupations","Protective service occupations","Protective service occupations"
2014,,0,,2,"Fish and game wardens","Service occupations","Protective service occupations","Protective service occupations"
2014,,3,,6,"Parking enforcement workers","Service occupations","Protective service occupations","Protective service occupations"
2014,743,78,1043,593,"Police and sheriff's patrol officers","Service occupations","Protective service occupations","Protective service occupations"
2014,,0,,3,"Transit and railroad police","Service occupations","Protective service occupations","Protective service occupations"
2014,,3,,7,"Animal control workers","Service occupations","Protective service occupations","Protective service occupations"
2014,,29,,49,"Private detectives and investigators","Service occupations","Protective service occupations","Protective service occupations"
2014,514,169,589,541,"Security guards and gaming surveillance officers","Service occupations","Protective service occupations","Protective service occupations"
2014,,7,,12,"Crossing guards","Service occupations","Protective service occupations","Protective service occupations"
2014,,10,,18,"Transportation security screeners","Service occupations","Protective service occupations","Protective service occupations"
2014,,18,,24,"Lifeguards and other recreational, and all other protective service workers","Service occupations","Protective service occupations","Protective service occupations"
2014,531,61,601,302,"Chefs and head cooks","Service occupations","Food preparation and serving related occupations","Food preparation and serving related occupations"
2014,485,219,583,184,"First-line supervisors of food preparation and serving workers","Service occupations","Food preparation and serving related occupations","Food preparation and serving related occupations"
2014,405,392,416,773,"Cooks","Service occupations","Food preparation and serving related occupations","Food preparation and serving related occupations"
2014,401,181,411,178,"Food preparation workers","Service occupations","Food preparation and serving related occupations","Food preparation and serving related occupations"
2014,459,113,634,103,"Bartenders","Service occupations","Food preparation and serving related occupations","Food preparation and serving related occupations"
2014,373,102,384,66,"Combined food preparation and serving workers, including fast food","Service occupations","Food preparation and serving related occupations","Food preparation and serving related occupations"
2014,,41,,19,"Counter attendants, cafeteria, food concession, and coffee shop","Service occupations","Food preparation and serving related occupations","Food preparation and serving related occupations"
2014,415,542,501,283,"Waiters and waitresses","Service occupations","Food preparation and serving related occupations","Food preparation and serving related occupations"
2014,495,64,,47,"Food servers, nonrestaurant","Service occupations","Food preparation and serving related occupations","Food preparation and serving related occupations"
2014,420,78,509,73,"Dining room and cafeteria attendants and bartender helpers","Service occupations","Food preparation and serving related occupations","Food preparation and serving related occupations"
2014,,27,364,101,"Dishwashers","Service occupations","Food preparation and serving related occupations","Food preparation and serving related occupations"
2014,418,53,,9,"Hosts and hostesses, restaurant, lounge, and coffee shop","Service occupations","Food preparation and serving related occupations","Food preparation and serving related occupations"
2014,,2,,1,"Food preparation and serving related workers, all other","Service occupations","Food preparation and serving related occupations","Food preparation and serving related occupations"
2014,500,64,720,89,"First-line supervisors of housekeeping and janitorial workers","Service occupations","Building and grounds cleaning and maintenance occupations","Building and grounds cleaning and maintenance occupations"
2014,,1,716,90,"First-line supervisors of landscaping, lawn service, and groundskeeping workers","Service occupations","Building and grounds cleaning and maintenance occupations","Building and grounds cleaning and maintenance occupations"
2014,415,438,540,1160,"Janitors and building cleaners","Service occupations","Building and grounds cleaning and maintenance occupations","Building and grounds cleaning and maintenance occupations"
2014,400,685,404,131,"Maids and housekeeping cleaners","Service occupations","Building and grounds cleaning and maintenance occupations","Building and grounds cleaning and maintenance occupations"
2014,,1,653,62,"Pest control workers","Service occupations","Building and grounds cleaning and maintenance occupations","Building and grounds cleaning and maintenance occupations"
2014,,47,454,800,"Grounds maintenance workers","Service occupations","Building and grounds cleaning and maintenance occupations","Building and grounds cleaning and maintenance occupations"
2014,,43,810,51,"First-line supervisors of gaming workers","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,,46,,27,"First-line supervisors of personal service workers","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,,3,,6,"Animal trainers","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,452,60,,29,"Nonfarm animal caretakers","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,,31,,47,"Gaming services workers","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,,0,,3,"Motion picture projectionists","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,,4,,2,"Ushers, lobby attendants, and ticket takers","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,,28,,41,"Miscellaneous entertainment attendants and related workers","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,,2,,5,"Embalmers and funeral attendants","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,,3,,14,"Morticians, undertakers, and funeral directors","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,,3,,39,"Barbers","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,476,271,,12,"Hairdressers, hairstylists, and cosmetologists","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,422,144,,22,"Miscellaneous personal appearance workers","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,,9,664,58,"Baggage porters, bellhops, and concierges","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,,10,,9,"Tour and travel guides","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,444,385,,21,"Childcare workers","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,425,534,465,133,"Personal care aides","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,521,91,716,76,"Recreation and fitness workers","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,,14,,8,"Residential advisors","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,,13,,29,"Personal care and service workers, all other","Service occupations","Personal care and service occupations","Personal care and service occupations"
2014,595,1022,793,1295,"First-line supervisors of retail sales workers","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,878,238,1004,530,"First-line supervisors of non-retail sales workers","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,387,921,412,384,"Cashiers","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,,31,,45,"Counter and rental clerks","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,,14,643,74,"Parts salespersons","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,491,733,698,1137,"Retail salespersons","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,871,94,1041,100,"Advertising sales agents","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,698,230,946,204,"Insurance sales agents","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,883,83,1356,152,"Securities, commodities, and financial services sales agents","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,,36,,10,"Travel agents","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,766,117,986,296,"Sales representatives, services, all other","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,873,317,1120,817,"Sales representatives, wholesale and manufacturing","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,,8,,8,"Models, demonstrators, and product promoters","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,726,227,991,189,"Real estate brokers and sales agents","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,,2,,39,"Sales engineers","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,,37,,18,"Telemarketers","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,,16,,23,"Door-to-door sales workers, news and street vendors, and related workers","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,664,91,949,92,"Sales and related workers, all other","Sales and office occupations","Sales and related occupations","Sales and related occupations"
2014,763,775,919,410,"First-line supervisors of office and administrative support workers","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,15,,3,"Switchboard operators, including answering service","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,17,,10,"Telephone operators","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,6,,3,"Communications equipment operators, all other","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,592,102,,44,"Bill and account collectors","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,640,380,,32,"Billing and posting clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,660,745,732,85,"Bookkeeping, accounting, and auditing clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,8,,6,"Gaming cage workers","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,762,113,,11,"Payroll and timekeeping clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,19,,11,"Procurement clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,507,229,544,55,"Tellers","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,40,,23,"Financial clerks, all other","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,4,,0,"Brokerage clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,1,,5,"Correspondence clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,48,,10,"Court, municipal, and license clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,24,,12,"Credit authorizers, checkers, and clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,606,1014,698,537,"Customer service representatives","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,766,52,,14,"Eligibility interviewers, government programs","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,613,130,,29,"File clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,417,52,,30,"Hotel, motel, and resort desk clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,620,97,,27,"Interviewers, except eligibility and loan","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,33,,7,"Library assistants, clerical","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,692,99,,31,"Loan interviewers and clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,21,,4,"New accounts clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,574,51,,29,"Order clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,711,80,,11,"Human resources assistants, except payroll and timekeeping","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,532,825,616,85,"Receptionists and information clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,48,,37,"Reservation and transportation ticket agents and travel clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,658,59,,17,"Information and record clerks, all other","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,5,,12,"Cargo and freight agents","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,25,737,142,"Couriers and messengers","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,669,138,764,96,"Dispatchers","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,3,,22,"Meter readers, utilities","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,935,56,,43,"Postal service clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,851,95,1025,178,"Postal service mail carriers","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,29,,22,"Postal service mail sorters, processors, and processing machine operators","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,738,111,1024,96,"Production, planning, and expediting clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,576,169,603,376,"Shipping, receiving, and traffic clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,514,337,504,658,"Stock clerks and order fillers","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,32,,45,"Weighers, measurers, checkers, and samplers, recordkeeping","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,685,2215,811,126,"Secretaries and administrative assistants","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,37,,34,"Computer operators","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,618,195,673,51,"Data entry keyers","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,629,63,,14,"Word processors and typists","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,0,,0,"Desktop publishers","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,632,225,709,50,"Insurance claims and policy processing clerks","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,33,,28,"Mail clerks and mail machine operators, except postal service","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,626,753,662,135,"Office clerks, general","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,17,,9,"Office machine operators, except computer","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,4,,1,"Proofreaders and copy markers","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,10,,8,"Statistical assistants","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,692,296,878,114,"Office and administrative support workers, all other","Sales and office occupations","Office and administrative support occupations","Office and administrative support occupations"
2014,,5,,19,"First-line supervisors of farming, fishing, and forestry workers","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Farming, fishing, and forestry occupations"
2014,,5,,11,"Agricultural inspectors","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Farming, fishing, and forestry occupations"
2014,,0,,1,"Animal breeders","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Farming, fishing, and forestry occupations"
2014,386,53,,45,"Graders and sorters, agricultural products","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Farming, fishing, and forestry occupations"
2014,369,84,437,485,"Miscellaneous agricultural workers","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Farming, fishing, and forestry occupations"
2014,,0,,9,"Fishers and related fishing workers","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Farming, fishing, and forestry occupations"
2014,,0,,2,"Hunters and trappers","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Farming, fishing, and forestry occupations"
2014,,2,,12,"Forest and conservation workers","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Farming, fishing, and forestry occupations"
2014,,2,,42,"Logging workers","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Farming, fishing, and forestry occupations"
2014,,12,1033,528,"First-line supervisors of construction trades and extraction workers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,0,,17,"Boilermakers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,0,656,105,"Brickmasons, blockmasons, and stonemasons","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,15,699,786,"Carpenters","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,2,687,92,"Carpet, floor, and tile installers and finishers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,0,,41,"Cement masons, concrete finishers, and terrazzo workers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,22,605,1199,"Construction laborers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,1,,11,"Paving, surfacing, and tamping equipment operators","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,0,,2,"Pile-driver operators","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,6,862,305,"Operating engineers and other construction equipment operators","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,1,595,118,"Drywall installers, ceiling tile installers, and tapers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,16,884,624,"Electricians","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,0,,27,"Glaziers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,3,,38,"Insulation workers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,16,562,342,"Painters, construction and maintenance","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,0,,2,"Paperhangers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,8,916,478,"Pipelayers, plumbers, pipefitters, and steamfitters","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,0,,22,"Plasterers and stucco masons","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,0,,8,"Reinforcing iron and rebar workers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,1,620,135,"Roofers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,2,857,111,"Sheet metal workers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,0,,47,"Structural iron and steel workers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,0,,12,"Solar photovoltaic installers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,2,,48,"Helpers, construction trades","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,5,1028,54,"Construction and building inspectors","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,0,,21,"Elevator installers and repairers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,0,,31,"Fence erectors","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,1,,21,"Hazardous materials removal workers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,1,794,115,"Highway maintenance workers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,0,,16,"Rail-track laying and maintenance equipment operators","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,0,,13,"Septic tank servicers and sewer pipe cleaners","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
2014,,2,,17,"Miscellaneous construction and related workers","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Construction and extraction occupations"
